,Headline,1
622,This time tomorrow we'll be in very good company as David Beckham receives the #hmvFE20 award! http://t.co/f4iWAOMkJ7 http://t.co/kF9QAyITFJ,0.961721994141089
1755,Man o man .Beyonce was amazing tonight at #MadeInAmerica! 1st time seeing her and I'm afraid.,0.9617001777162599
544,"Pulled this out of the mailer, quickly and easily put in my old laptop's drive, plugged it into my new laptop, and it fired right up! YES! I instantly had an essentially new drive, for just a few dollars for this item and the old drive from my previous laptop. Simple and easy! I recommend this product.",0.9616988336481249
2017,"ihave loved Ben olds Five for a long time, and when i saw this DVD, i lost control, and bought it immediately, and watched it almst immedately. It is unbelievable. i never saw them live, but this isn't bad. The performances are tight and energetic. They re-work their songs just enough, but they still sound great. Highlights: ""The Last Polka"", ""Song for the Dumped"", ""One Angrey Dwarf and 200 Solemn Faces"", ""She Don't USe Jelly"". It is great. The ""Spare Reel"" is also quite good, andqute funny. Then, there's studio footage of them at their most brilliant, recording ""Don't Change Your Plans"", and ""Army"". i chersih this DVD.",0.961688887682608
2154,How beautiful the flower is ! ,0.961684903775606
2683, You're welcome . Have a nice trip ! ,0.9616750356803379
856,Lokk forward to reading all of the books in yhis series. Have also recomended to others. Great read will look for more,0.9616734957119322
1881,i loved this movie the first time i saw it. It's a star studded cast with a bunch of actors before they hit it big. The movie arrived within the week.,0.9616729354300194
2669," Yes , it is very nice . I'll take it . ",0.9616575617913206
460, That's great . I will go hiking with you . ,0.9616484709692814
2269,"After seeing Oliver Stone's '91 masterpiece, JFK, I immediately began looking for the soundtrack in my local record shops, with no success. Finally, after a few weeks, I purchased my copy in January of '92. It was worth the wait!!! A perfect blend of John William's stirring score, with additional pop and classical pieces underscoring various sequences. A great addition, not only to the the legendary canon of John Williams, but more specifically to the great work he contributed to three of Oliver Stone's finest films-BORN ON THE FOURTH OF JULY, and NIXON, being the other two. I look forward to another Stone/Williams collaboration in the future. Highly recommended, wherever you can find it.",0.9616481398904402
2005, It's perfect ! It's a Dilbert tie ! ,0.9616306752488629
130,We are very pleased with this product.We followed directions as recommended and gradually phased in the product so the cat could get used to it.Now she purrs soothingly while we comb her. Very smooth coat now and removes lots and lots of the shedding extremely effectively.,0.9616156926870622
2291,"@KristyDaubar well i c ur up early i just wanted 2 say i love u n idk, i just love u a lot babe ",0.9615952936855616
912," Wow , that would be something to look forward to . ",0.9615718090263231
627, What a beautiful view we have here . ,0.9615649872781531
497,"I am a 41 year old father who played this game with my 6 year old daughter. That was the best part about this game that I could play it with my daughter. The whole family got involved including my one year old son, but he was not a big help though he did eat all his dinner watching us play:) The game can make you absolutely crazy in parts. But, some of the levels are so creatively ingenious you have to wonder if the programers channelled Lumas floating in the milky way. The characters of these games became imaginary friends for the whole family. They are always here, and I'm sure many years in the future we will remember playing this game together. So, off we go to Super Mario Galazy 2. But first, we need a much deservant rest and a much needed stressed relief bath.",0.9615605407395675
2260, Thanks for doing such a good job . ,0.9615561412423363
2812,* @ASOS_Tamara we vacated thank f**k!! Oh my gosh! Party back at mine now  come along bring the family we have singstar!,0.9615559953652836
1372," Great ! So , are you ready for a full day of shopping ? ",0.9615490910018837
2501,"This is a fantastic notebook! The 15"" display is beautiful, the ATI Radeon 9000 allows you to play the latest games, and the build quality is excellent (these Powerbooks are made by the same company that makes high end Dell laptops). In my mind this is the only G4 to get. At 1GHz you have more than enough cpu horsepower, however if you start going much below this, the venerable G4 starts to show its age. I strongly suggest you don't buy a Powerbook unless you can afford at least an 800MHz machine (and that is entry level only!). I also feel Apple should reduce the price on these by a third. I know from my job pretty much dead on what they pay to have them built, and it is *well* below a grand. I think a 200%+ markup is not warranted. You could buy a much more powerful P4 system for this money (of course then you're stuck with Windows). Apple should try to be a little more competitive.",0.9615144535946892
517,"@LenKendall Awww, thanks Len. Very kind of you. I'm not sure how smart I am, but thanks anyway for the lovely compliment ",0.9615017950996019
2702,@HouseWench *nods* I have known him for years.   He is really cool and loves meeting new people. ,0.9614979696650795
1686,Headfirst--Selena Gomez. I love it ,0.9614953953075916
485, I'm glad you like it . ,0.9614911146248334
2327,The best part of living in New York is the nightlife. The 2nd best part is knowing that Jay-Z and Beyonce share the same weather as me.,0.961487694835751
1057,@seija_xox; thanksss!  You've helped me immensely through the process of getting it together  Very excited to get going!,0.9614684745078477
554,Excellent book for sewers to have for reference - even if you are not into embellishment. There are many great ideas and techniques. A very good explanation of mitering corners. Easy directions with great pictures.,0.9614634484457076
922, I love Japan a lot . ,0.961454246185048
1992," Oh , I see them . Beautiful weather should be shared by all the people . ",0.9614431695196983
2285,Dierks Bentley and Eric Church at @countryconcert! Happy 22nd birthday to me! Is it July yet?,0.9614411498064412
907,"I received this book as a gift from a very dear friend when I began seriously studying to be a conductor. Reading the words about solitude and strength and commitment to one's art has helped me through many rough times when I felt like giving up, and I keep the book close to my heart. I can't recommend this book too highly. If you aspire to be an artist of any kind - or just aspire to great things in life - you should read this book.",0.9614121556296824
2913,You bet your bottom dollar I saw Magic Mike XXL for the 2nd time tonight and loved every minute of it,0.9613994240970773
2789,yay! icecream and visit from Sarah ,0.9613895187010738
2695,"Whatever you looking out for, have a great Friday....  Fleetwood Mac - Big Love  https://t.co/HtPwO5fN8L  #btc #bitcoin",0.9613295006082195
1538, My absolutely favorite kind of pie is apple . ,0.9613181213075358
2042,http://www.whirled.com/ come on this website ppl its the best ,0.9613133865690182
1388,"Happy New Year , Jim ! ",0.9613030813808774
291,Cecil is very creative. Many of her designs & ideas can be recreated by beginners. The photos of her creations are warm and inviting.,0.9612924506973265
1972,"I got this book in good condition and in good time. I would buy from this seller again. Haven't really had a chance to use the book yet, but it has some really good detailed info and recipes.",0.9612745933631625
2429,I had a wonderful evening . ,0.9612605271875232
1543,I have had this album for months and Ne-Yo can sang. He has better voice than Usher in my opinion. This album is good from start to finish.,0.9612572070642655
1765,@fabulousdora no problem ... that's wat friends r for  love ya too hahaha,0.9612419618634713
864,"This cookware is well worth the money, I did some research before purchasing this set, it was well worth my time. this set is not your tipical china made junk, we use them on a daily basis and the look as good as the day we recieved them, the heat sink type bottoms distrubte the heat extremely well and they are a pleasure to cook with. If you are looking for a good set of cookware I suggest this set over all.",0.9612357459909546
297,"First let me say I LOVE syfy, this is the best thought out show i have seen my only complaint is season 5, why did the show had to end.",0.9612264031471562
89, That sounds wonderful . ,0.9612242676120356
964," Oh , thank you . That's very nice of you . ",0.9612231230067353
1425, I love my candidate . ,0.9612179753156922
2525,"I've used Henckels kitchen knives for over ten years and have enjoyed their durability and cutting blades. However, I enjoy the Henckels scissors even better due to their precision and smooth cutting, especially compared to competitive products. The next time I need to buy high quality scissors, I'll be seeking Henckels first.",0.9612068179843538
311, Great ! ,0.9611867605725118
1265,"Our son loves the nativity. I wish there were more lights and moving pieces because he would enjoy that at 16 months old but it is still adorable. Given we can't have an adult nativity because the pieces can break, this one is perfect.",0.9611637389709046
494," Oh , they're both so beautiful . Let me have this one , I think . ",0.9611463003667515
2602,"this the very best sticker book, because each double faced page is a single category. like : food , clothes, flowers, fruit, vegetables, toys, kitchen.so children learn to read & recognize names of things in this world while playing.this would be a most excellent gift for anyone trying to learn english.",0.9611432245160052
1219,Excellent performance tonight from @MCWFC looking to see you against Arsenal next Sunday,0.9611415749796823
2323,"Great Price, great cable! used to connect my surround speakers. No issues whatsoever. Will buy again when I need more cable.",0.9611290925089712
2448,It's wonderful to be in the mountains after a hustle bustle week . ,0.9611280828872918
1249, You were doing great out there ! ,0.9611117601463847
2696,"Have been using this to line the inner eye rim and absolutely love it! It makes the lashes look longer and is soft, intense black and easy to use. Have heard it may soon be discontinued so will be snafflling up a lifetimes supply( it lasts about 6 months of daily use).",0.9611086548762255
1170,"@st3fft you're gg too!! COOL  anws can ibank u $$ for lenses then u bring to z, lazy go cp, so hot! and theres starbucks at yi!!!",0.9610975487021155
1429,"good dayyy, despite no busking. next week ",0.9610922844043719
442,I like football best of all . ,0.9610766499241973
853,I bought this product as a second ring to wear when I was dressed casually. After I recieved the ring it has become my number one choice to wear. It is comfortable and actually has a classy look to it.I wear this ring all the time and get many compliments on it. When I ordered this ring I never thought I would love it as much as I do. This ring was a great find.,0.9610704767064933
641,I'm so excited for the new episode of Hannibal tomorrow *cries*,0.961062821038478
2898,"This album was definitely a banger from start to finish. They came heavy with the club bangers in the beginning and smoothed it out in the end. The interludes were on point especially ""Q,Mike,Slim,Daron"" they killed it. Mike put his heart and soul on ""Missing You"" whoever was his girl definitely hit a chord. ""Dont Be Mad"" feat. Twista was definitely bout it with 112 talking about handling another dude's girl. That was a bold song. All the members really shined on this album as far as lead vocals, producing. You really see these gentlemen coming into their craft. Just wish they were still on Bad Boy because they fell off since they went to Def Jam. Good Luck in the future.",0.9610579070609397
1501,"so nice to see you again , Louise . How are you doing ? ",0.9610463037274356
1276,@SUFCRootsHall Bentley superb. Good work ethic all game from the team. Need to build on this Saturday,0.9610358461333919
619,Valentine dyall's velvet tones are great in this old british creaker.The dark English countryside is suitably foreboding and i love Julia Lang as Miss Frayle.Ok the picture and sound are not the best but this is a rare film and if you love these OLD DARK HOUSE MYSTERIES then this is a must BUY.,0.9610288561184365
2737,"This year I will be the gifter all my family will have the best and that includes my brother in law,",0.961015130326562
2333,"Get Ready for Apple Watch Now you can start creating experiences for Apple Watch November 18, 2014  http://t.co/qLNEcFgpQc Cool Tech!!!",0.9610121115591608
